V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17_orig,label_simple,V17
014007b_,131.0, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Eb,3.0, EbM,Major,Major
014007b_,132.0, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO,F,2.0, EbM,Major,Major
014007b_,133.0, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,G,5.0, EbM,Major,Major
014007b_,134.0, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO,F,2.0, EbM,Major,Major
014007b_,135.0, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, EbM,Major,Major
014007b_,136.0, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Eb,2.0, EbM,Major,Major
014007b_,137.0,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,Ab,4.0, AbM,Major,Major
014007b_,138.0,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,Bb,2.0, AbM,Major,Major
014007b_,139.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_m,Minor,Minor
014007b_,140.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_m,Minor,Minor
014007b_,141.0,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,F,5.0, F_M7,Seventh,Seventh
014007b_,142.0, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO,F,2.0, F_M7,Seventh,Seventh
014007b_,143.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO,Bb,3.0, BbM7,Seventh,Seventh
014007b_,144.0, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Eb,4.0, EbM,Major,Major
014403b_,1.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
014403b_,2.0,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
014403b_,3.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
014403b_,4.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
014403b_,5.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,6.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
014403b_,7.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,C,2.0, C_M,Major,Major
014403b_,8.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,5.0, G_M,Major,Major
014403b_,9.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,C,2.0, G_M,Major,Major
014403b_,10.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,11.0,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,2.0, D_M,Major,Major
014403b_,12.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,13.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
014403b_,14.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2.0, C_M,Major,Major
014403b_,15.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
014403b_,16.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
014403b_,17.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,F#,2.0, C_M,Major,Major
014403b_,18.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,19.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, G_M,Major,Major
014403b_,20.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
014403b_,21.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
014403b_,22.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,5.0, C_M6,Sixth,Sixth
014403b_,23.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,24.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
014403b_,25.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,26.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
014403b_,27.0,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
014403b_,28.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
014403b_,29.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
014403b_,30.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,31.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
014403b_,32.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,C,2.0, C_M,Major,Major
014403b_,33.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,D,5.0, G_M,Major,Major
014403b_,34.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,C,2.0, G_M,Major,Major
014403b_,35.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,36.0,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,2.0, D_M,Major,Major
014403b_,37.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,38.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
014403b_,39.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2.0, C_M,Major,Major
014403b_,40.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
014403b_,41.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
014403b_,42.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,F#,2.0, C_M,Major,Major
014403b_,43.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,44.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, G_M,Major,Major
014403b_,45.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
014403b_,46.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
014403b_,47.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,5.0, C_M6,Sixth,Sixth
014403b_,48.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,49.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
014403b_,50.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014403b_,51.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, C_M,Major,Major
014403b_,52.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
014403b_,53.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2.0, A_M7,Seventh,Seventh
014403b_,54.0, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C#,3.0, D_M,Major,Major
014403b_,55.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014403b_,56.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,57.0, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,E,2.0, D_M,Major,Major
014403b_,58.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
014403b_,59.0, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO,F#,2.0, D_M,Major,Major
014403b_,60.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014403b_,61.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
014403b_,62.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
014403b_,63.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,D,2.0, E_m,Minor,Minor
014403b_,64.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,5.0, A_M,Major,Major
014403b_,65.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,B,2.0, A_M,Major,Major
014403b_,66.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,3.0, A_M7,Seventh,Seventh
014403b_,67.0, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,2.0, A_M7,Seventh,Seventh
014403b_,68.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014403b_,69.0, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,C#,2.0, D_M,Major,Major
014403b_,70.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
014403b_,71.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, G_M,Major,Major
014403b_,72.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M6,Sixth,Sixth
014403b_,73.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
014403b_,74.0, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,A,2.0, A_M,Major,Major
014403b_,75.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,4.0, D_M,Major,Major
014403b_,76.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
014403b_,77.0, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,B,2.0, G_M,Major,Major
014403b_,78.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
014403b_,79.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,F,2.0, C_M,Major,Major
014403b_,80.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
014403b_,81.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, D_M,Major,Major
014403b_,82.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014403b_,83.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,2.0, D_M,Major,Major
014403b_,84.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
014403b_,85.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,2.0, G_M,Major,Major
014403b_,86.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,5.0, D_M4,Suspended,Suspended
014403b_,87.0,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,2.0, D_M4,Suspended,Suspended
014403b_,88.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES,D,1.0, D_M4,Suspended,Suspended
014403b_,89.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014403b_,90.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
014403b_,91.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
014406b_,1.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,2.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
014406b_,3.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
014406b_,4.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014406b_,5.0, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,E,2.0, D_M,Major,Major
014406b_,6.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
014406b_,7.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, D_M,Major,Major
014406b_,8.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,5.0, D_M,Major,Major
014406b_,9.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,2.0, D_M,Major,Major
014406b_,10.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
014406b_,11.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014406b_,12.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014406b_,13.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
014406b_,14.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
014406b_,15.0, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES,F#,2.0, E_m,Minor,Minor
014406b_,16.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,4.0, E_m,Minor,Minor
014406b_,17.0, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO,YES,A,2.0, E_m,Minor,Minor
014406b_,18.0, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,19.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,2.0, B_m,Minor,Minor
014406b_,20.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,5.0, F#M,Major,Major
014406b_,21.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,E,2.0, F#M,Major,Major
014406b_,22.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3.0, B_m,Minor,Minor
014406b_,23.0, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES,E,2.0, B_m,Minor,Minor
014406b_,24.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,4.0, F#M4,Suspended,Suspended
014406b_,25.0, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES,F#,2.0, F#M4,Suspended,Suspended
014406b_,26.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
014406b_,27.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
014406b_,28.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
014406b_,29.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,30.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
014406b_,31.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
014406b_,32.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014406b_,33.0, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,E,2.0, D_M,Major,Major
014406b_,34.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
014406b_,35.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, D_M,Major,Major
014406b_,36.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,5.0, D_M,Major,Major
014406b_,37.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,2.0, D_M,Major,Major
014406b_,38.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
014406b_,39.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014406b_,40.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
014406b_,41.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
014406b_,42.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
014406b_,43.0, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES,F#,2.0, E_m,Minor,Minor
014406b_,44.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,4.0, E_m,Minor,Minor
014406b_,45.0, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO,YES,A,2.0, E_m,Minor,Minor
014406b_,46.0, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,47.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,2.0, B_m,Minor,Minor
014406b_,48.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,5.0, F#M,Major,Major
014406b_,49.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,E,2.0, F#M,Major,Major
014406b_,50.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3.0, B_m,Minor,Minor
014406b_,51.0, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES,E,2.0, B_m,Minor,Minor
014406b_,52.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,4.0, F#M4,Suspended,Suspended
014406b_,53.0, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES,F#,2.0, F#M4,Suspended,Suspended
014406b_,54.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
014406b_,55.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
014406b_,56.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
014406b_,57.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,58.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,A,2.0, B_m,Minor,Minor
014406b_,59.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,5.0, E_M,Major,Major
014406b_,60.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,2.0, E_M,Major,Major
014406b_,61.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M7,Seventh,Seventh
014406b_,62.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, E_M7,Seventh,Seventh
014406b_,63.0, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,F,4.0, C#M,Major,Major
014406b_,64.0, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,C#,2.0, C#M,Major,Major
014406b_,65.0, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,F,3.0, F#m6,Sixth,Sixth
014406b_,66.0, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,2.0, F#m6,Sixth,Sixth
014406b_,67.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,5.0, F#m,Minor,Minor
014406b_,68.0, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES,G#,2.0, F#m,Minor,Minor
014406b_,69.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, F#m,Minor,Minor
014406b_,70.0, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,E,2.0, F#m,Minor,Minor
014406b_,71.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,D,4.0, B_m7,Seventh,Seventh
014406b_,72.0, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_m7,Seventh,Seventh
014406b_,73.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, A_M,Major,Major
014406b_,74.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
014406b_,75.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
014406b_,76.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,4.0, E_M,Major,Major
014406b_,77.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,3.0, A#d7,Diminished,Diminished
014406b_,78.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,5.0, B_m,Minor,Minor
014406b_,79.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,E,3.0, A#d7,Diminished,Diminished
014406b_,80.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,4.0, B_m,Minor,Minor
014406b_,81.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,C#,2.0, B_m,Minor,Minor
014406b_,82.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES,D,3.0, D_d7,Diminished,Diminished
014406b_,83.0, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,B,2.0, D_d7,Diminished,Diminished
014406b_,84.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,5.0, F#M,Major,Major
014406b_,85.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, F#m,Minor,Minor
014406b_,86.0, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES,F#,2.0, F#m,Minor,Minor
014406b_,87.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, F#m,Minor,Minor
014406b_,88.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES,F,3.0, F_d7,Diminished,Diminished
014406b_,89.0, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,F,2.0, D_d7,Diminished,Diminished
014406b_,90.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4.0, F#m,Minor,Minor
014406b_,91.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
014406b_,92.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, B_m,Minor,Minor
014406b_,93.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,5.0, E_M7,Seventh,Seventh
014406b_,94.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
014406b_,95.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
014406b_,96.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,B,3.0, E_M7,Seventh,Seventh
014406b_,97.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2.0, E_M7,Seventh,Seventh
014406b_,98.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
014406b_,99.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
014406b_,100.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,D,2.0, E_M,Major,Major
014406b_,101.0, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C#,4.0, Bbd,Diminished,Diminished
014406b_,102.0, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO,YES, NO,E,2.0, Bbd,Diminished,Diminished
014406b_,103.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C#,3.0, C#d6,Diminished,Diminished
014406b_,104.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,2.0, C#d6,Diminished,Diminished
014406b_,105.0, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,A#,5.0, G_d,Diminished,Diminished
014406b_,106.0, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO, NO,G,2.0, G_d,Diminished,Diminished
014406b_,107.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,G,1.0, G_d,Diminished,Diminished
014406b_,108.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,3.0, B_m,Minor,Minor
014406b_,109.0, NO,YES,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,F,2.0, B_m,Minor,Minor
014406b_,110.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,F,1.0, B_m,Minor,Minor
014406b_,111.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,4.0, F#M4,Suspended,Suspended
014406b_,112.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,2.0, F#M4,Suspended,Suspended
014406b_,113.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
014406b_,114.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
014406b_,115.0, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES,B,5.0, B_M7,Seventh,Seventh
014406b_,116.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,3.0, E_m,Minor,Minor
014406b_,117.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_M,Major,Major
